Name,"# Educational Attainment | High school graduate (includes equivalency), 2020 [Estimated]","# Employment Status | In labor force, 2020 [Estimated]","# Total Population, 2020 [Estimated]","# Vehicles Available | No vehicle available, 2020 [Estimated]","# Vehicles Available | Occupied housing units, 2020 [Estimated]","% Educational Attainment | High school graduate (includes equivalency), 2020 [Estimated]","% Employment Status | In labor force, 2020 [Estimated]","% Poverty Status by Age | In Poverty, 2020 [Estimated]","% Purchasing: By Internet: In last 12 months: Food (Groceries), 2020","% Purchasing: Catalog And Internet, Phone & Mail Shopping - Amount Spent In Total: $800+, 2020","% Purchasing: Catalog And Internet, Phone & Mail Shopping - Amount Spent In Total: Less than $50, 2020","% Sadness - Some of the time, 2020","% Sadness- All or most of the time, 2020","% Transportation to Work |  Public transportation, 2020 [Estimated]","% Transportation to Work | Car, truck, or van, 2020 [Estimated]","% Transportation to Work | Worked at home, 2020 [Estimated]","% Vehicles Available | No vehicle available, 2020 [Estimated]","Average annual expenditures (Household average), 2020",FIPS,"Food | Food at home (Household average), 2020","Food | Food away from home (Household average), 2020","Housing | Utilities, fuels, and public services (Household average), 2020","Median Household Income, 2020 [Estimated]","Population Density (per square mile), 2020 [Estimated]","Transportation | Gasoline, other fuels, and motor oil (Household average), 2020"
"CT030904, Cecil County, MD",1693,3924,7883,83,2618,31.5564,63.4926,0.5906,13.2257,29.1556,2.3346,7.5346,2.375,0.7139,89.148,9.9714,3.1704,72972.24,24015030904,5904.0688,4554.6499,5522.35,106497.4401,292.5249,2951.1127
"CT030905, Cecil County, MD",872,1422,2555,10,914,43.4263,63.6323,0.6004,12.4802,26.4782,2.5694,8.5469,2.9271,1.167,91.9037,1.167,1.0941,67556.3741,24015030905,5740.0278,4238.7542,4960.1054,86887.77719,201.9391,2638.9953
"CT030906, Cecil County, MD",1883,5623,10077,242,3648,27.1482,68.0749,2.7721,12.5059,26.1953,2.5917,8.3206,2.8093,0.9582,90.6025,2.377,6.6338,66507.1638,24015030906,5666.7409,4341.4729,5017.2533,74998.80551,487.0052,2494.8043
"CT031201, Cecil County, MD",1818,3402,5770,23,1986,43.639,71.4059,8.946,12.7164,27.2921,2.4904,8.0006,2.648,4.109,88.147,5.9265,1.1581,64934.2081,24015031201,5486.7079,4283.3361,4958.8306,78373.68519,312.21,2520.1516
"CT031202, Cecil County, MD",1182,2824,5531,199,2117,29.1852,67.4776,0.1307,12.0185,25.2222,2.6528,8.6898,3.03,5.0945,90.8232,2.6316,9.4001,63277.1572,24015031202,5459.1951,4223.097,4725.3601,76233.14898,628.6127,2367.1353
"CT031301, Cecil County, MD",970,1835,3236,36,1193,40.8593,70.0161,9.8008,12.78,27.6712,2.4335,7.8476,2.5549,0.9282,90.099,0.9901,3.0176,66302.0797,24015031301,5583.7381,4422.2969,5040.8204,90738.23638,254.4365,2670.8019
"CT031302, Cecil County, MD",1615,3388,6824,28,2494,37.5058,70.3507,5.0773,12.4204,26.2248,2.5558,8.2597,2.7711,0,97.0745,2.0686,1.1227,67155.0433,24015031302,5801.4634,4491.7785,5042.4857,76292.27638,387.8231,2628.7032
"CT031400, Cecil County, MD",1229,2029,3906,30,1360,46.3949,64.1791,0,12.8807,27.7192,2.4324,7.8211,2.5267,3.0275,92.6606,2.2936,2.2059,64431.9187,24015031400,5536.3108,3993.1414,4966.0773,80590.53262,243.3328,2595.4156
"CT040100, Baltimore city, MD",199,3629,5256,965,3131,4.8763,70.5407,17.8356,12.3057,23.5473,2.8927,8.9854,3.0561,10.6752,37.299,4.8875,30.8208,74175.7535,24510040100,6134.3005,5008.9056,5612.4671,65484.29758,11429.8141,2954.0985
"CT040200, Baltimore city, MD",48,421,973,105,218,11.5108,42.1702,0,11.0526,20.3216,3.1871,10.4351,3.8232,11.0169,46.6102,6.4972,48.1651,26801.2483,24510040200,2131.0464,1664.0447,1895.023,47831,5784.0923,963.5707
"CT060100, Baltimore city, MD",434,1485,2755,206,929,24.1245,71.8888,49.1159,12.6567,25.5898,2.678,8.7079,3.0022,20.0966,66.5057,4.5866,22.1744,65340.8702,24510060100,5723.8314,4056.0292,4581.5492,62251.82661,29890.4199,2415.0829
"CT060200, Baltimore city, MD",425,1735,3019,183,1037,19.8691,78.744,17.762,12.3481,24.8323,2.738,9,3.2042,11.95,70.3965,3.6936,17.6471,68070.5557,24510060200,5884.3286,5033.7944,4865.3433,74348.75773,30338.6594,2655.7113
"CT060300, Baltimore city, MD",173,1128,1910,123,714,13.0763,75.3595,15.9252,12.6145,25.6721,2.6736,8.7426,3.0225,11.7109,55.5352,1.3724,17.2269,67124.7058,24510060300,5704.6309,4475.8528,5040.1142,72844.44883,26439.6456,2620.3028
"CT060400, Baltimore city, MD",136,802,1530,197,829,11.4962,64.0199,3.2326,11.2413,22.8497,2.8846,9.7658,3.637,1.148,70.9184,6.6327,23.7636,70269.958,24510060400,5817.2571,4213.5423,5121.4171,60573.9919,9212.9825,2724.8542
"CT070100, Baltimore city, MD",495,855,2616,434,767,39.0687,57.4828,43.7377,11.6502,23.5837,2.7709,9.3688,3.5144,30.6005,54.6189,0,56.5841,57452.219,24510070100,5174.6595,3413.0513,4229.0954,41700.87301,23313.4302,2126.5629
"CT070200, Baltimore city, MD",873,1514,3511,503,1042,44.3147,58.1305,46.1566,11.3836,22.5954,2.8912,9.9956,3.8506,21.684,64.8212,3.3449,48.2726,58884.9955,24510070200,4829.1586,3690.4062,4281.9871,33222.19887,29226.6711,2159.9358
"CT070300, Baltimore city, MD",351,467,885,135,316,50.5036,49.6144,23.8971,11.0726,22.2082,2.9022,10.2056,3.9546,35.25,54.25,0,42.7215,51805.6285,24510070300,4957.246,3494.5561,3883.4969,36600.05374,10022.6501,1961.664
"CT070400, Baltimore city, MD",380,746,1675,422,824,32.1489,53.6621,48.2738,10.6263,21.0303,3.0303,10.4803,4.0963,4.5058,23.8372,21.8023,51.2136,59662.0495,24510070400,5287.3195,3876.5646,4362.1234,23093.59238,13267.3267,2075.5487
"CT080101, Baltimore city, MD",960,1952,3963,200,1274,35.4244,62.4266,14.7879,12.2673,25.3302,2.681,9.0914,3.3101,16.6667,78.3333,4.2778,15.6986,69210.843,24510080101,6038.3736,4509.0279,4852.3272,66983.65186,4416.6815,2633.0646
"CT080102, Baltimore city, MD",710,916,2246,381,719,51.3006,60.3588,44.5278,11.756,24.0214,2.7346,9.2476,3.4583,43.1328,49.8297,1.3621,52.9903,57608.7516,24510080102,5572.5135,3890.8563,4281.8239,32584.47509,15909.8959,2138.37
"CT080200, Baltimore city, MD",207,412,1085,232,414,26.6067,51.6484,23.7213,10.5283,21.2642,2.9434,10.2923,4.0282,40.0862,51.2931,0,56.0386,54829.2093,24510080200,4531.6841,3693.2488,4239.7745,33410.4,3281.8124,1984.1095
"CT080301, Baltimore city, MD",399,729,1779,222,589,33.9574,64.7684,24.4363,11.1872,22.7549,2.8006,9.6354,3.662,23.7129,50.858,8.4243,37.691,57195.264,24510080301,5102.8071,3533.416,4421.4716,34989.4,17153.6014,2173.665
"CT080302, Baltimore city, MD",633,1274,3036,425,1125,28.6296,57.3572,35.3484,10.3552,20.8615,2.9663,10.4556,4.0949,32.1398,54.1347,0,37.7778,56414.9124,24510080302,5111.7003,3681.8901,4291.6339,36220.93973,17890.3948,2035.5653
"CT080400, Baltimore city, MD",304,669,1377,224,425,31.8993,64.6701,49.0679,10.8818,21.2425,3.006,10.4907,4.1343,36.5145,50,1.2448,52.7059,59543.7807,24510080400,5834.8269,3915.0762,4034.9044,32592.14112,14210.5263,2172.0893
"CT080500, Baltimore city, MD",288,621,1322,273,508,35.2941,66.296,29.443,10.9714,22.1333,2.8571,9.9562,3.8401,40.0338,49.3243,0,53.7402,57880.5701,24510080500,5198.9254,3871.6174,4459.6264,28751.94388,9828.2656,2199.9724
"CT080600, Baltimore city, MD",509,773,1923,389,771,36.202,49.3656,34.0769,10.7151,21.3599,2.9543,10.2063,3.9674,51.0885,41.5094,1.5965,50.454,55799.1084,24510080600,4716.3952,3387.4666,4121.271,35147.70263,14804.8349,1983.9944
"CT080700, Baltimore city, MD",144,323,637,101,282,30.5085,57.1429,15.5556,10.2793,20.1117,3.0726,11.1093,4.4668,29.1045,69.403,0.7463,35.8156,56899.0203,24510080700,4930.3363,4314.4905,4260.7858,40221.99789,5522.3234,1912.6101
"CT080800, Baltimore city, MD",289,565,1772,180,527,38.2781,52.714,25.4524,11.4031,22.4053,2.9176,9.7899,3.7695,15.5598,73.814,2.277,34.1556,58273.5043,24510080800,5572.5608,3875.2622,4425.7065,52816.02117,14015.6608,2025.5837
"CT090100, Baltimore city, MD",1078,2150,3951,600,1523,37.301,65.1281,18.7565,11.3901,23.2561,2.8115,9.6683,3.6423,35.2634,53.3125,6.1555,39.3959,61192.6606,24510090100,5535.9662,3923.3869,4619.8909,47320.5913,15554.5057,2266.7197
"CT090200, Baltimore city, MD",500,1529,2643,84,1169,22.8728,61.1546,0,12.3199,26.2917,2.5308,8.3513,2.9147,3.6448,95.0298,1.1928,7.1856,65234.3853,24510090200,5559.2368,4142.5317,4783.4993,72800.66137,3940.189,2448.2954
"CT090300, Baltimore city, MD",666,2267,4716,751,1919,19.0177,53.4365,28.9352,11.5155,23.7058,2.7821,9.3902,3.4683,25.7644,63.2503,2.6614,39.135,64511.0778,24510090300,5675.5326,4042.2413,4741.4923,48163.66244,15376.5895,2376.9475
"CT090400, Baltimore city, MD",332,718,1624,255,634,34.4398,62.5718,36.8474,11.168,21.856,2.96,9.9831,3.8472,26.5255,61.8929,1.3699,40.2208,59009.0638,24510090400,5224.8642,3593.5278,4305.3114,31732.6,11941.1765,2199.6225
"CT090500, Baltimore city, MD",549,779,1638,184,683,47.9476,59.7834,13.7166,11.4853,23.0882,2.8529,9.739,3.6698,13.253,67.336,4.4177,26.94,58770.7676,24510090500,5331.8773,3731.1251,4522.5666,44382.60057,5720.672,2244.8284
"CT090600, Baltimore city, MD",532,1383,3009,323,870,28.2528,61.5325,27.7502,11.419,23.4571,2.7524,9.3913,3.526,14.4689,78.9377,2.0147,37.1264,56591.5046,24510090600,5312.7927,3611.2502,4243.4263,38283.30331,19616.6634,2137.1186
"CT090700, Baltimore city, MD",1211,1247,2950,600,1073,53.7506,45.4823,29.7151,11.02,22.2021,2.8789,9.929,3.8165,37.1834,43.465,14.2857,55.918,56156.7234,24510090700,4964.4328,3531.1457,4230.9076,28617.85058,17560.5691,2069.5922
"CT090800, Baltimore city, MD",481,986,2718,345,859,26.0563,50.3377,27.3781,11.0934,22.4354,2.8529,9.863,3.7816,44.5217,46.087,2.7826,40.163,61088.2596,24510090800,5176.7304,3703.9913,4566.0947,35587.75641,8320.578,2283.9655
"CT090900, Baltimore city, MD",877,937,2666,464,958,54.5737,57.9418,14.657,10.6533,21.3699,2.9715,10.3306,4.0231,39.4444,59.3056,0.9722,48.4342,55917.1543,24510090900,5152.1927,4001.9075,3998.2869,24044.8,10052.7903,1944.5171
"CT100100, Baltimore city, MD",692,760,2249,435,816,43.277,43.874,57.4082,10.7572,21.851,2.9087,10.1285,3.9127,34.4828,54.244,1.4589,53.3088,54085.1346,24510100100,5245.5138,3338.4974,4060.0214,26408.66885,12835.2928,1951.3506
"CT100200, Baltimore city, MD",735,668,2800,790,1034,41.8089,32.0772,45.0197,10.2368,19.693,3.1491,11.2098,4.4878,50.6569,36.0584,0,76.4023,40757.5783,24510100200,3922.264,2543.982,3209.2242,15400.60473,23801.4281,1503.1385
"CT100300, Baltimore city, MD",987,0,2946,0,0,39.911,0,0,0,0,0,3.6865,1.6562,0,0,0,0,,24510100300,,,,,48815.2444,
"CT110100, Baltimore city, MD",72,2789,3103,637,2141,2.4734,96.4261,7.4024,12.0069,22.9534,2.9534,9.2343,3.2655,43.4639,42.695,6.8473,29.7525,69364.7335,24510110100,5960.8091,4779.7472,5008.5126,56431.20243,25600.198,2696.2759
"CT110200, Baltimore city, MD",166,4324,6018,1906,3937,3.2858,77.0385,15.3723,11.5024,22.3812,2.9751,9.4601,3.4022,28.3862,33.7176,2.9299,48.4125,70505.2813,24510110200,5842.4713,4574.4732,5111.7038,49649.51614,21645.9248,2645.9761
"CT120100, Baltimore city, MD",212,2242,4786,854,2253,5.95,49.951,20.1012,12.4137,25.8937,2.6565,8.2686,2.6405,17.5896,58.1433,8.9577,37.905,83247.2147,24510120100,6472.2229,5255.4169,6032.2214,67707.34073,11963.5046,3333.4742
"CT120201, Baltimore city, MD",44,1457,2297,130,831,2.7866,70.6974,9.3541,12.5194,25.4717,2.7303,8.6367,2.9106,11.796,53.5008,11.4916,15.6438,76082.9037,24510120201,6104.7261,4924.4401,5429.8706,89637.92828,17094.5896,2978.3965
"CT120202, Baltimore city, MD",121,2282,5131,573,1433,7.1429,37.2486,31.3371,11.0541,20.9061,3.1022,9.9347,3.4671,27.9018,34.7098,13.6161,39.986,35273.8659,24510120202,2938.3693,2209.4369,2557.5698,41663.92314,13535.7586,1308.8239
"CT120300, Baltimore city, MD",457,2774,4406,433,1613,13.4412,73.1362,20.8174,11.759,23.4723,2.8599,9.4146,3.4539,16.2311,53.11,10.968,26.8444,62690.9159,24510120300,5511.4573,4382.4552,4830.7244,57810.26172,28250.8335,2391.4947
"CT120400, Baltimore city, MD",390,959,1840,257,719,31.7073,60.3163,37.8062,11.7408,23.2495,2.8627,9.568,3.5951,19.878,61.2195,2.561,35.7441,58732.8012,24510120400,5546.6622,3862.5902,4579.8619,39690.3585,16958.5253,2325.4271
"CT120500, Baltimore city, MD",323,1550,2227,253,955,19.0898,80.2535,21.942,11.581,22.8195,2.9117,9.5448,3.5731,25.1753,43.3397,6.9471,26.4921,63295.4101,24510120500,5242.6078,4147.9692,4861.221,60164.72586,10790.2515,2587.6302
"CT120600, Baltimore city, MD",412,1505,2794,591,1603,17.6824,59.2028,30.6376,10.8359,20.8173,3.1022,10.4303,3.9903,30.1045,46.0627,5.4355,36.8684,56156.7671,24510120600,4978.057,3679.9652,4175.3492,32104.23381,14330.4098,2114.2212
"CT120700, Baltimore city, MD",578,1446,2038,193,1009,31.8809,79.8404,0,12.1622,24.4595,2.751,8.6526,2.9627,26.9113,51.9878,2.9817,19.1278,70346.3283,24510120700,5811.3548,4850.1933,5045.3047,66957.92968,5025.6461,2760.2231
"CT130100, Baltimore city, MD",488,1168,2618,813,1426,23.3493,54.3799,37.4471,10.8143,21.309,3.0289,10.3916,4.0752,21.9771,60.2941,4.902,57.0126,62704.3387,24510130100,5618.4646,4004.7869,4501.1681,22692.70307,22508.8127,2397.8931
"CT130200, Baltimore city, MD",431,1457,2521,175,1052,24.6709,68.0463,2.7494,11.8351,23.5727,2.8457,9.3762,3.4786,21.6975,65.4346,0.1369,16.635,65528.4402,24510130200,5716.0495,4261.2589,4746.4484,49045.69067,18827.4832,2465.1966
"CT130300, Baltimore city, MD",579,865,2452,360,821,38.4462,47.5209,41.468,11.2682,22.716,2.8844,9.8375,3.7878,24.4709,59.9206,10.0529,43.849,60794.9331,24510130300,5150.5033,3812.6036,4481.6998,40974.64978,17654.2588,2145.0516
"CT130400, Baltimore city, MD",577,790,2008,269,728,40.5481,54.7526,42.9503,11.238,22.7098,2.8886,9.8333,3.7705,47.3214,40.1786,4.4643,36.9505,59794.3915,24510130400,5187.9259,4247.713,4368.8312,26594.52274,1990.3456,2248.4672
"CT130600, Baltimore city, MD",162,2632,3443,230,1573,5.3307,83.2803,12.4277,12.7217,25.8505,2.661,8.2544,2.7406,3.6965,74.0467,13.8911,14.6217,75922.3374,24510130600,6273.6884,4933.9885,5522.4377,107811.6106,10224.8092,3032.01
"CT130700, Baltimore city, MD",773,2872,4663,397,2460,19.7194,68.8784,6.7875,12.0629,24.8016,2.7151,8.5423,2.9029,4.4865,62.6251,13.3482,16.1382,68852.7741,24510130700,5742.3618,4543.6248,5061.3782,67897.81684,11441.5409,2636.6071
"CT130803, Baltimore city, MD",224,1484,2352,187,1117,12.3212,70.9245,11.609,12.6166,25.7866,2.6403,8.1832,2.7057,3.2551,76.8357,2.0439,16.7413,69965.3192,24510130803,5571.6038,4822.2218,5000.0275,55225.7,8783.0016,2543.4774
"CT130804, Baltimore city, MD",257,1493,2032,115,946,15.9133,80.4432,14.8038,12.4533,25.2921,2.6986,8.5157,2.9037,3.2694,87.7043,4.7619,12.1564,70116.2736,24510130804,5728.4043,4541.6742,4898.1581,68989.80075,7131.5762,2708.1764
"CT130805, Baltimore city, MD",182,493,1005,243,572,20.0883,51.4983,19.8103,11.3428,23.5336,2.8269,9.438,3.4745,15.8508,67.366,5.1282,42.4825,62592.2781,24510130805,5402.5851,3904.2667,4639.8814,46824,1594.6306,2389.6613
"CT130806, Baltimore city, MD",258,882,1416,53,548,20.8065,72.1061,2.5812,12.5081,25.6678,2.671,8.5678,2.9746,13.0769,69.1209,10.1099,9.6715,62660.5836,24510130806,5207.7722,3634.5477,4658.4359,95452.27864,2607.5427,2335.0854
"CT140100, Baltimore city, MD",539,2407,4324,933,2190,16.1522,59.7232,19.2872,11.2918,22.8397,2.9224,9.554,3.4538,18.6769,54.5455,4.0054,42.6027,62824.1643,24510140100,5313.4882,4388.5037,4642.6857,55665.82401,19752.4097,2339.8156
"CT140200, Baltimore city, MD",582,1035,2884,392,790,39.4309,62.0134,35.6181,10.9184,20.8367,3.0918,10.7542,4.2553,23.3075,57.3501,14.0232,49.6203,55593.4232,24510140200,4907.3425,3414.9826,4058.196,27355.02886,18899.0826,2002.5324
"CT140300, Baltimore city, MD",397,994,1969,330,877,26.716,59.283,33.912,10.9189,21.7946,2.9514,10.1425,3.9691,24.4987,72.1011,1.3078,37.6283,60695.0705,24510140300,5496.6433,3851.8473,4404.7805,39531.81024,13100.4657,2336.2244
"CT150100, Baltimore city, MD",557,562,1701,582,898,42.1331,35.4369,51.5044,10.814,21.2165,3.0054,10.524,4.1557,83.0472,13.0901,0,64.8107,54837.7075,24510150100,4714.346,3368.2475,4093.333,17367.90663,11928.4712,1935.5775
"CT150200, Baltimore city, MD",715,757,2328,265,710,45.6286,42.505,36.0061,11.0706,22.1302,2.9139,10.0351,3.8884,46.1738,45.3956,1.0376,37.3239,59214.7258,24510150200,5237.2402,3902.4287,4239.2589,35968.06803,14344.6916,2075.0147
"CT150300, Baltimore city, MD",646,1016,2197,124,616,39.705,54.8472,22.3956,10.9987,22.3175,2.8681,9.9196,3.8146,22.2458,62.7119,0,20.1299,62542.1928,24510150300,5332.4499,4717.6175,4516.6425,41600.94543,14255.1259,2151.0253
"CT150400, Baltimore city, MD",818,1563,3693,592,1222,34.8976,44.0216,22.2816,11.1278,22.7841,2.8282,9.5753,3.6286,39.0525,41.3572,8.0666,48.4452,42884.2624,24510150400,3877.0217,2772.9556,3323.1443,32549.37183,11727.905,1580.9982
"CT150500, Baltimore city, MD",288,700,1423,237,599,27.4547,60.5489,29.5567,11.1579,22.797,2.8271,9.6257,3.6401,32.8869,60.8631,5.8036,39.5659,60679.5501,24510150500,5173.743,3851.9882,4468.4374,34068.34473,3881.6148,2294.7247
"CT150600, Baltimore city, MD",927,1634,3031,479,1036,44.8476,61.8036,38.0731,10.6818,21.4248,2.9458,10.2093,3.9721,32.3263,48.6405,6.4199,46.2355,59536.3939,24510150600,5125.0582,3642.7186,4377.0948,29012.37272,8185.4762,2172.7012
"CT150701, Baltimore city, MD",455,926,1663,133,600,35.9968,60.7354,22.751,12.1173,25.3909,2.6221,8.6279,3.0709,19.8556,73.2852,6.6185,22.1667,61277.7076,24510150701,5038.9725,3787.8158,4700.8132,49071.31427,5019.9227,2241.8128
"CT150702, Baltimore city, MD",628,976,2183,233,813,37.2922,53.396,27.3241,11.6088,24.2014,2.7083,9.0917,3.3786,20.479,70.2994,0.479,28.6593,64787.0919,24510150702,5438.5296,4294.6807,4645.0957,47573.90441,14440.6959,2322.2198
"CT150800, Baltimore city, MD",1600,2276,5217,642,1861,41.5045,53.5033,23.4663,11.235,22.7284,2.8544,9.7756,3.7519,24.8871,62.7195,7.0246,34.4976,59109.5352,24510150800,5199.2862,3989.9751,4474.7242,37402.00621,12401.9398,2236.0893
"CT150900, Baltimore city, MD",716,1966,3543,168,1344,28.7897,68.0361,21.7534,11.5157,24.061,2.71,9.335,3.5226,23.7744,61.2019,9.0142,12.5,62137.3567,24510150900,5482.2862,4060.4817,4756.981,56246.60755,6340.4857,2403.9688
"CT151000, Baltimore city, MD",1227,2336,4857,652,1756,31.8536,47.2706,24.2179,11.371,23.2834,2.8111,9.7339,3.689,33.3933,56.7146,6.235,37.1298,57918.8208,24510151000,5077.0138,3645.9409,4373.3359,43615.40686,8476.7357,2175.9987
"CT151100, Baltimore city, MD",1109,3328,7088,568,2647,22.4676,57.0319,18.9824,11.503,23.8851,2.7283,9.2515,3.4518,20.3137,63.0451,12.8921,21.4583,63771.9883,24510151100,5520.9664,4068.8782,4766.7704,53612.46762,10806.3606,2477.6427
"CT151200, Baltimore city, MD",1112,1264,4026,1112,1649,35.2122,40.1493,34.3486,10.3982,20.9292,2.9836,10.482,4.1238,12.5455,72.0909,3.9091,67.4348,53135.8076,24510151200,5045.0093,3516.6012,3998.8898,20380.83569,13413.2934,1887.5814
"CT151300, Baltimore city, MD",1066,1805,4064,749,1494,35.0312,49.0691,18.2113,11.0068,22.2123,2.8767,9.9289,3.8238,35.8382,58.237,5.7803,50.1339,53535.3874,24510151300,4689.3039,3463.3662,4026.3563,31130.49577,11349.7361,1958.5267
"CT160100, Baltimore city, MD",515,845,1825,620,854,38.0917,50.8899,25.2087,10.3301,20.4757,3.0777,10.7867,4.2824,32.5161,55.6129,0,72.5995,54841.6341,24510160100,5051.9126,3533.099,4197.8109,29834.74411,12352.7819,1935.1146
"CT160200, Baltimore city, MD",543,841,2307,503,823,45.7071,52.0472,40.9413,11.4027,22.8733,2.8394,9.4273,3.5467,34.0984,62.9508,2.7869,61.1179,57334.5917,24510160200,5342.989,3969.9314,4067.4365,23296.15433,15973.1358,2083.169
"CT160300, Baltimore city, MD",301,89,840,234,346,50.3344,19.7158,74.537,10.5947,21.0793,2.9736,10.2096,3.9339,12.3077,37.6923,0,67.6301,48704.8423,24510160300,4499.3159,3108.575,3487.6756,14966.67875,8528.7846,1834.5561
"CT160400, Baltimore city, MD",365,606,1716,289,591,38.0605,57.2358,52.9968,11.1084,22.6431,2.838,9.7892,3.7524,33.2278,55.8544,1.7405,48.9002,54987.188,24510160400,4672.8682,3410.679,4311.0947,24594.8,11079.5455,2254.6535
"CT160500, Baltimore city, MD",998,1515,4052,609,1367,33.445,45.8455,27.3444,10.9929,22.3686,2.8618,9.9132,3.8047,34.4532,60.6719,0,44.5501,59463.5122,24510160500,5371.9955,3720.5145,4539.4161,36919.36979,10124.4316,2217.6204
"CT160600, Baltimore city, MD",1084,1496,3650,313,1061,41.4849,53.8513,27.3739,10.6211,21.5094,2.9245,10.1821,3.9457,37.9481,55.5006,2.534,29.5005,56701.2179,24510160600,5284.7189,3738.4318,4288.1284,44182.97979,16938.141,2080.9209
"CT160700, Baltimore city, MD",1291,2148,4612,569,1491,45.6506,60.9724,35.3542,11.1698,22.4248,2.8677,9.9354,3.824,22.1658,69.656,5.9786,38.1623,57212.4395,24510160700,5333.6014,3591.8631,4257.1398,38378.96654,12522.7402,2199.312
"CT160801, Baltimore city, MD",913,1467,2940,280,1175,40.8318,59.852,0,11.4983,23.6111,2.7273,9.1777,3.4448,31.3115,64.0984,4.0984,23.8298,62090.1295,24510160801,5264.519,4147.8965,4719.7972,44843.62614,19538.7785,2304.1268
"CT160802, Baltimore city, MD",923,1454,3383,288,1064,43.0103,66.185,4.6484,11.0563,22.8169,2.7968,9.7777,3.7341,22.8916,69.9465,4.2169,27.0677,60294.0331,24510160802,5493.9876,3791.6917,4519.8526,43681.2,7143.3096,2196.8821
"CT170100, Baltimore city, MD",290,953,1655,490,896,22.6917,70.1684,21.7101,11.3468,22.1454,2.9678,9.813,3.7032,27.9956,45.4248,2.1786,54.6875,59387.2519,24510170100,5446.1495,3725.0805,4332.0054,30783.11128,15193.2434,2198.7686
"CT170200, Baltimore city, MD",751,967,2665,941,1298,48.703,52.7658,46.5165,10.1569,19.5229,3.1765,11.0379,4.4072,42.677,25.8972,1.2609,72.4961,52908.8064,24510170200,4826.9126,3282.745,4002.3326,15035.25869,13971.8989,1827.5782
"CT170300, Baltimore city, MD",265,756,1663,338,815,23.3275,56.0218,36.2348,10.8121,21.6009,2.9814,10.2369,3.969,22.9787,74.3262,2.4113,41.4724,58067.0683,24510170300,5029.9686,3609.1191,4350.5433,20845.51403,14083.6721,2247.1151
"CT180100, Baltimore city, MD",653,724,2138,645,961,54.4167,56.6875,49.8382,10.612,20.4273,3.0947,10.7796,4.2821,39.9694,46.2481,0,67.1176,51924.0156,24510180100,5031.8274,3552.3563,3845.4104,15567.80021,16209.2494,1819.9213
"CT180200, Baltimore city, MD",185,420,889,159,347,24.7989,64.0173,31.136,10.315,20.4462,3.0971,10.8632,4.337,14.5889,72.4138,7.6923,45.8213,49880.1192,24510180200,3959.6637,2797.1983,3644.4843,26416.69518,9810.1964,1926.5244
